企业名称, 法定代表人, 注册资本(元), 注册资金币种, 所属省份,电话,类别
广州永胜钢铁制品有限公司,曹坤莲,30000000,美元,广东,020-62903668,钢铁
杭州钢铁厂小型轧钢股份有限公司,朱初标,30000000,元人民币,浙江,15990159291,钢铁
杭州益鑫钢铁有限公司,何枫,43000000,元人民币,浙江,15658159632,钢铁
江阴法尔胜钢铁制品有限公司,董东,224300000,元人民币,江苏,0510-86053510,钢铁
苏州日益升环保科技股份有限公司,曹建元,28033200,元人民币,江苏,0512-88876360,钢铁
云南昆钢冶金新材料股份有限公司,许江浩,30000000,元人民币,云南,0871-68605258,钢铁
山东中悦薄板科技有限公司,崔利平,37363300,元人民币,山东,0543-5032271,钢铁
贝卡尔特（青岛）钢丝产品有限公司,于达明,50050000,美元,山东,0532-80983075,钢铁
天津市铨赢科技发展有限公司,张海波,23560000,元人民币,天津,022-23298866,钢铁
天津市博瑞创展国际贸易有限公司,郝强,60000000,元人民币,天津,18622887031,钢铁
天物通用（天津）国际贸易有限公司,禹作胜,25000000,元人民币,天津,022-58896011,钢铁
河钢集团衡水板业有限公司,刘凤潮,41902724,元人民币,河北,0318-2123762,钢铁
河钢集团国际物流有限公司,杨春华,54984418,元人民币,河北,0311-66778531,钢铁
白山市天安金属镁矿业有限公司,沈世捷,22320891,元人民币,吉林,0439-5117855,钢铁
防城港津西型钢科技有限公司,胥明旺,30000000,元人民币,广西,13832867570,钢铁
山东钜汇铁路物资有限公司,马琳,34630000,元人民币,山东,13793517037,钢铁
宿迁南钢金鑫轧钢有限公司,林国强,25000000,元人民币,江苏,0527-84453913,钢铁
德州精贵铸件集团有限公司,官章美,41187000,元人民币,山东,13255996766,钢铁
湖南博长控股集团有限公司,陈代富,604030000,元人民币,湖南,13873837191,钢铁
苏州佳发重工科技有限公司,朱建刚,626811777,元人民币,江苏,13915772512,钢铁
江苏宏大特种钢机械厂有限公司,朱圣财,28051400,元人民币,江苏,0523-80738680,钢铁
希杰荣庆物流（太仓）有限公司,鱼在赫,300000000,元人民币,江苏,021-59907809,钢铁
东北特钢集团大连精密合金有限公司,王会民,25000000,元人民币,辽宁,0411-62697211,钢铁
天津鞍钢天铁冷轧薄板有限公司,刘超英,33218020,元人民币,天津,022-60309715,钢铁
淄博张钢制铁铸管有限公司,卿玉国,30000000,元人民币,山东,0533-3183125,钢铁
河北太行钢铁集团有限公司,张镭,25000000,元人民币,河北,0310-5631588,钢铁
福建三宝钢铁有限公司,王光文,85994690,元人民币,福建,0596-2588168,钢铁
安徽首矿大昌金属材料有限公司,孙志刚,31000000,元人民币,安徽,0564-6398966,钢铁
洋浦西部钢铁有限公司,李远波,23750000,元人民币,海南,13627551188,钢铁
云南玉溪钢铁集团玉昆钢铁有限公司,黄亨本,56000000,元人民币,云南,13759076493,钢铁
河北铭镔钢铁有限公司,高万军,73082545,元人民币,河北,0310-5919442,钢铁
连云港亚新钢铁有限公司,陈敏,21219710,元人民币,江苏,0518-80927688,钢铁
杭州益鑫钢铁有限公司,何枫,50000000,元人民币,浙江,15658159632,钢铁
杭州钢铁厂小型轧钢股份有限公司,朱初标,36000000,元人民币,浙江,15990159291,钢铁
江阴法尔胜钢铁制品有限公司,董东,300000000,元人民币,江苏,0510-86053510,钢铁
中冶赛迪集团有限公司,肖学文,277465930,元人民币,重庆,023-63548131,钢铁
广州广日股份有限公司,蔡瑞雄,25000000,元人民币,广东,020-38319238,钢铁
河北钢铁集团滦县常峪铁矿有限公司,张耀平,473961000,元人民币,河北,0315-7395701,钢铁
四川德胜集团钒钛有限公司,宋德安,30000000,元人民币,四川,0833-3485855,钢铁
苏州日益升环保科技股份有限公司,曹建元,272180000,元人民币,江苏,0512-88876056,钢铁
云南昆钢冶金新材料股份有限公司,许江浩,224300000,元人民币,云南,0871-68605258,钢铁
山东中悦薄板科技有限公司,崔利平,24000000,元人民币,山东,0543-5032271,钢铁
河钢集团北京国际贸易有限公司,刘键,600000000,元人民币,北京,010-85897800,钢铁
武汉武钢绿色城市技术发展有限公司,孙勤刚,30000000,元人民币,湖北,027-86893010,钢铁
天津市铨赢科技发展有限公司,张海波,710000000,元人民币,天津,022-23298866,钢铁
天津市博瑞创展国际贸易有限公司,郝强,22850000,元人民币,天津,18622887031,钢铁
武钢资源集团有限公司,熊新海,25000000,元人民币,湖北,027-86488419,钢铁
天物通用（天津）国际贸易有限公司,禹作胜,950000000,元人民币,天津,022-58896011,钢铁
河钢集团衡水板业有限公司,刘凤潮,21000000,元人民币,河北,0318-2123762,钢铁
河钢集团国际物流有限公司,杨春华,36018000,元人民币,河北,0311-66778531,钢铁
白山市天安金属镁矿业有限公司,沈世捷,30000000,元人民币,吉林,0439-5117855,钢铁
防城港津西型钢科技有限公司,胥明旺,65500000,元人民币,广西,13832867570,钢铁
上海均和集团国际贸易有限公司,何旗,50050000,元人民币,上海,021-55888777,钢铁
苏州融亨建设劳务工程有限公司,周月锦,23560000,元人民币,江苏,15162523959,钢铁
上海威耀实业有限公司,贺荣明,60000000,元人民币,上海,021-51315131,钢铁
上海均和集团有限公司,何旗,41902724,元人民币,上海,021-55888777,钢铁
天津创欧商贸有限公司,苑振亮,54984418,元人民币,天津,022-27281366,钢铁
江苏物华工程技术有限公司,陈寅,22320891,元人民币,江苏,025-52123223,钢铁
福建三钢小蕉实业发展有限公司,程凯群,30000000,元人民币,福建,0598-7995161,钢铁
山东钜汇铁路物资有限公司,马琳,30000000,元人民币,山东,13793517037,钢铁
中恒能源开发（大连）有限公司,刘淑珍,55760000,元人民币,辽宁,13604251502,钢铁
宿迁南钢金鑫轧钢有限公司,林国强,373737370,元人民币,江苏,0527-84453913,钢铁
德州精贵铸件集团有限公司,官章美,25000000,元人民币,山东,13255996766,钢铁
湖南博长控股集团有限公司,陈代富,20000000,元人民币,湖南,13873837191,钢铁
苏州佳发重工科技有限公司,朱建刚,20000000,元人民币,江苏,13915772512,钢铁
江苏宏大特种钢机械厂有限公司,朱圣财,20000000,元人民币,江苏,0523-80738680,钢铁
希杰荣庆物流（太仓）有限公司,鱼在赫,20000000,元人民币,江苏,021-59907809,钢铁
东北特钢集团大连精密合金有限公司,王会民,20000000,元人民币,辽宁,0411-62697211,钢铁
天津鞍钢天铁冷轧薄板有限公司,刘超英,20000000,元人民币,天津,022-60309715,钢铁
武钢日铁（武汉）镀锡板有限公司,MIYAMOTO KATSUHIRO（宫本胜弘）,20000000,元人民币,湖北,027-86219283,钢铁
江苏海企化工仓储股份有限公司,史先召,20000000,元人民币,江苏,0523-86991200,化工
广西钦州澄星化工科技有限公司,徐剑,20000000,元人民币,广西,0777-5881318,化工
襄阳泽东化工集团有限公司,赵俊华,20000000,元人民币,湖北,0710-3723626,化工
天津渤海化工有限责任公司,王俊明,20000000,元人民币,天津,022-58980325,化工
内蒙古盛安化工有限责任公司,张勇,20000000,元人民币,内蒙古,0478-4611666,化工
广西京盛石油化工集团有限公司,张红仿,20000000,元人民币,广西,0777-2569028,化工
内蒙古多蒙德冶金化工集团有限公司,赵明,20000000,元人民币,内蒙古,0474-3914666,化工
洛阳永金化工有限公司,宋宪生,20000000,元人民币,河南,0379-67938789,化工
扬州市华茂化工实业有限公司,曾晓明,20000000,元人民币,江苏,0514-83298180,化工
青岛润农化工有限公司,袁良国,20000000,元人民币,山东,15263698991,化工
唐山邦力晋银化工有限公司,王立银,20000000,元人民币,河北,0315-6163202,化工
福化工贸（漳州）有限公司,傅景锋,20000000,元人民币,福建,0592-5229233,化工
湖北铜化昊坤化工有限公司,黄荣,20000000,元人民币,湖北,0717-3991166,化工
宜宾天蓝化工有限责任公司,陈洪,20000000,元人民币,四川,0831-3837122,化工
山东睿泽化工科技有限公司,丁洪成,20000000,元人民币,山东,0533-7691669,化工
天物化工有限公司,王强,20000000,元人民币,天津,022-24213539,化工
山西沃能化工科技有限公司,郑家强,20000000,元人民币,山西,0357-5528182,化工
河南永银化工实业有限公司,陆涛,20000000,元人民币,河南,13653996007,化工
惠州东鑫化工有限公司,周正光,20000000,元人民币,广东,15816493562,化工
嘉兴杭州湾石油化工物流有限公司,丁送平,20000000,元人民币,浙江,0573-85532017,化工
山东天成万丰化工科技有限公司,朱年德,20000000,元人民币,山东,0537-3126193,化工
乌海宝化万辰煤化工有限责任公司,吴建,20000000,元人民币,内蒙古,0473-2661059,化工
江阴盛汉化工有限公司,张晓蓉,20000000,元人民币,江苏,0510-86660026,化工
利华益神剑化工有限公司,王延坤,20000000,元人民币,山东,0546-5612638,化工
辽宁兴德化工有限公司,朱兴建,20000000,元人民币,辽宁,0412-8228395,化工
沈阳中商石油化工有限公司,马卫宝,20000000,元人民币,辽宁,15702478872,化工
金昌氨碱源化工有限公司,甘宪福,20000000,元人民币,甘肃,18409441194,化工
北京市谷丰化工制品有限公司,王婉娇,20000000,元人民币,北京,010-60995933,化工
湖南昊天化工有限公司,何锦升,20000000,元人民币,湖南,0736-3220838,化工
淄博爱博特化工有限公司,张仁波,20000000,元人民币,山东,0533-3589662,化工
内蒙古伊泰宁能精细化工有限公司,刘尚利,20000000,元人民币,内蒙古,0477-6820111,化工
江西汇和化工有限公司,章辉祥,20000000,元人民币,江西,18000725299,化工
营口兴福化工有限公司,郭振伟,20000000,元人民币,辽宁,0417-5201666,化工
山东大明精细化工有限公司,李家健,20000000,元人民币,山东,0546-8875867,化工
龙翔恒宇化工有限公司,邹家雄,20000000,元人民币,福建,13779906655,化工
宁夏金油化工有限公司,刘杰,20000000,元人民币,宁夏,0951-5699917,化工
云南天腾化工有限公司,丁丙能,20000000,元人民币,云南,0878-8969618,化工
厦门象屿化工有限公司,齐卫东,20000000,元人民币,福建,0592-5603798,化工
山东骏恒化工有限公司,刘爱霞,20000000,元人民币,山东,18364397778,化工
单县太阳化工有限公司,王清月,20000000,元人民币,山东,15550198857,化工
新疆粤新能源化工有限公司,范志强,20000000,元人民币,新疆,15309926553,化工
内蒙古石油化工有限公司,吴青山,20000000,元人民币,内蒙古,15148217703,化工
云浮威斯达化工有限公司,许炳昌,20000000,元人民币,广东,15207665694,化工
湖南创大玉兔化工有限公司,何汉云,20000000,元人民币,湖南,0734-8300844,化工
沈阳北方石油化工有限公司,迟永峰,20000000,元人民币,辽宁,18640248988,化工
内蒙古新丝路石油化工有限公司,安书文,20000000,元人民币,内蒙古,13304712789,化工
山西晋光化工有限公司,雷崇辉,20000000,元人民币,山西,0359-5796899,化工
辽宁圣德华星化工有限公司,班立民,25400000,元人民币,辽宁,0419-8321888,化工
新疆锦同泰能源化工有限公司,陈湘云,51500000,元人民币,新疆,15309926553,化工
连云港港海化工有限公司,范建民,31500000,元人民币,江苏,0518-86859208,化工
山东易天健化工有限公司,丁立斌,100000000,元人民币,山东,0538-7382679,化工
山东嘉和盛化工有限公司,巴奉良,80000000,元人民币,山东,0546-2068256,化工
安庆市鑫富化工有限责任公司,胡益辉,76000000,元人民币,安徽,0556-5349238,化工
濮阳市茂源化工实业有限公司,叶宝良,44300000,元人民币,河南,0393-5929881,化工
天鼎幸福石油化工有限公司,赵烨,50000000,元人民币,湖北,15672633356,化工
浙江赛亚化工材料有限公司,周杰文,24000000,元人民币,浙江,0575-82733092,化工
辽宁瑞锦石油化工有限公司,刘广东,100000000,元人民币,辽宁,18342738111,化工
上海泰元石油化工有限公司,金晓忠,45000000,元人民币,上海,13625804544,化工
黑龙江四达农副产品有限公司,刘相林,20160000,元人民币,黑龙江,0469-4693000,农副
南通农副产品物流有限公司,王立辉,40000000,元人民币,江苏,0513-89152209,农副
杭州农副物流管理有限公司,金建平,36300000,元人民币,浙江,0571-89168635,农副
河北新发地农副产品有限公司,米亚林,50000000,元人民币,河北,0312-2961187,农副
沈阳地利农副产品有限公司,耿孝国,30000000,元人民币,辽宁,024-28207071,农副
长春地利农副产品有限公司,宋东生,50200000,元人民币,吉林,0431-81871077,农副
洛阳宏进农副产品批发市场有限公司,陈振康,160160000,元人民币,河南,0379-69936001,农副
锦州思凯农副产品国际物流园有限公司,黄延成,89265000,元人民币,辽宁,0416-8081095,农副
贵阳市惠民民生农副产品经营有限公司,黄德泽,40000000,元人民币,贵州,0851-85209918,农副
钦州宏进农副产品批发市场有限公司,陈振康,50000000,元人民币,广西,0777-2857272-8001,农副
浙江好升亿农副产品有限公司,张玲志,138000000,元人民币,浙江,0571-88602139,农副
三河市隆瑞农副产品物流有限公司,孙冬平,35997120,元人民币,河北,021-52289666,农副
成都市嘉泰农副产品营销有限责任公司,周亚兵,200000000,元人民币,四川,028-83691988,农副
贵州双龙现代农副产品批发市场有限公司,刘雯玲,45000000,元人民币,贵州,0854-4978398,农副
上海上蔬农副产品有限公司,孙健,28000000,元人民币,上海,021-22318666,农副
宁波农副产品物流中心有限公司,楼松松,69800000,元人民币,浙江,0574-88568885,农副
广水市江丰农副产品经销部（普通合伙）,黎小月,82515000,元人民币,湖北,13972997103,农副
上海群狮农副产品股份有限公司,邵建华,50000000,元人民币,上海,021-61063305,农副
北京锦绣大地联合农副产品批发市场有限公司,张颖,50000000,元人民币,北京,010-88207706,农副
吉林省佳亿农副产品贸易有限公司,闫雪地,20690000,元人民币,吉林,18543112285,农副
贵州利千和农副产品批发有限公司,刘雯玲,20000000,元人民币,贵州,0854-4978398,农副
丹阳市丹昇农副产品发展有限公司,戎庭芳,301000000,元人民币,江苏,0511-86883289,农副
陇西晟农农副产品购销农民专业合作社联合社,马正昌,25490000,元人民币,甘肃,0932-6666989,农副
安徽海中龙农业股份有限公司,丁永贵,135246131,元人民币,安徽,19956799715,农副
南京众彩农副产品批发市场有限公司,金华,13166000,元人民币,江苏,025-87107603,农副
四川省西点能源有限公司,徐红,20000000,元人民币,四川,028-83321151,能源
天宏阳光新能源有限公司,黄小红,30937500,元人民币,河北,15210282215,能源
杭州桑尼能源科技股份有限公司,李新富,23000000,元人民币,浙江,0571-58509391,能源
九州方园新能源股份有限公司,杨安文,223464187,元人民币,湖北,0717-4608888,能源
赫普能源环境科技股份有限公司,崔华,12500000,元人民币,北京,13671206983,能源
浙江三亿能源有限公司,韩仪,12916667,元人民币,浙江,15381189713,能源
协鑫能源科技股份有限公司,朱钰峰,21538460,元人民币,江苏,0510-86520150,能源
四川华信能源集团有限公司,罗小平,26000000,元人民币,四川,028-65318777,能源
索日新能源股份有限公司,吴海滨,100000000,元人民币,浙江,0576-82956600,能源
苏州中来民生能源有限公司,张育政,14000000,元人民币,江苏,13761028365,能源
青海绿草地新能源科技有限公司,王珑,100000000,元人民币,青海,14797009749,能源
云南解化清洁能源开发有限公司,王磊,31300000,元人民币,云南,0871-66371933,能源
河南睿光新能源科技有限公司,赵颜,111600000,元人民币,河南,15538093888,能源
江西捷控新能源科技有限公司,徐晨阳,60000000,元人民币,江西,0793-6321178,能源
山西臣功新能源科技有限公司,孙俊彪,5102041,元人民币,山西,0351-5256881,能源
广西航天北斗新能源产业科技有限公司,农友华,20001000,元人民币,广西,0774-3830356,能源
深圳乾泰能源再生技术有限公司,张树全,22000000,元人民币,广东,0755-84671555,能源
上海攀业氢能源科技有限公司,袁呈欣,14300000,元人民币,上海,021-67102391-889,能源
天臣新能源（深圳）有限公司,田钢,60000000,元人民币,广东,0755-82788237,能源
山东高佳新能源有限公司,刘泽锟,13200000,元人民币,山东,0546-7757058,能源
上海泰阳绿色能源有限公司,郑宏舫,15000000,元人民币,上海,021-64081888,能源
巨力新能源股份有限公司,黄东申,10100000,元人民币,河北,0312-5851030,能源
运鸿集团股份有限公司,吴东,120000000,元人民币,湖北,027-87001923,能源
北京绿能嘉业新能源有限公司,王敏,12000000,元人民币,北京,010-89029906,能源
中和聚（北京）能源有限公司,魏向军,12000000,元人民币,北京,010-88862882,能源
湖南卓易达能源技术有限公司,廖学东,25000000,元人民币,湖南,0731-88619933,能源
江苏厚生新能源科技有限公司,李万寿,15000000,元人民币,江苏,13151267558,能源
杭州金马新能源科技有限公司,李孝良,100000000,元人民币,浙江,0571-83508188,能源
江苏奥斯康新能源有限公司,帅立朋,20800000,元人民币,江苏,13775799628,能源
山东华创新能源有限公司,高朋,58000000,元人民币,山东,0531-67618888,能源
广东中欧芒果新能源科技有限公司,陈佩纯,14600000,元人民币,广东,13922190778,能源
山西皇城相府中道能源有限公司,郭李占,14880000,元人民币,山西,0356-2136158,能源
山东锦添新能源科技有限公司,陈静,16000000,元人民币,山东,13853623801,能源
内蒙古龙泰新型环保建材有限责任公司,王海,16096000,元人民币,内蒙古,0483-3991606,建材
四川博利莱建材集团有限公司,刘元峰,20000000,元人民币,四川,18080415267,建材
长治市诚远建材集团有限公司,郭军,20000000,元人民币,山西,15503551018,建材
青海博友建材有限公司,唐远平,50000000,元人民币,青海,0971-2277582,建材
广州雅丰新型建材有限公司,陈璐琳,15000000,元人民币,广东,13570915351,建材
南宁狮座建材有限公司,黄恒庆,50000000,元人民币,广西,13707714006,建材
呼和浩特市鹏元天恒建材有限责任公司,周雪飞,19500000,元人民币,内蒙古,15647174266,建材
诺菲博尔建材销售（北京）有限公司,于海琳（YU HAILIN）,50000000,元人民币,北京,010-59601606,建材
安徽女神建材科技集团有限公司,宋定昌,25000000,元人民币,安徽,18919682777,建材
河北明营建材科技股份有限公司,刘建成,21000000,元人民币,河北,0315-5358858,建材
山东儒新新型建材科技有限公司,阎新刚,19800818,元人民币,山东,13356653590,建材
山西鹏宝沃特建材有限公司,郝晓明,50000000,元人民币,山西,18435384240,建材
常州建鑫建材有限公司,王婷,58000000,元人民币,江苏,0519-82596111,建材
常州邦泰建材有限公司,冯樱,30000000,元人民币,江苏,0519-82596111,建材
滨州市洋海建材有限公司,李忠文,16000000,元人民币,山东,18266557721,建材
厦门益材新型建材有限责任公司,朱力,30000000,元人民币,福建,0592-6306571,建材
滨州市友康建材有限公司,王维杰,15000000,元人民币,山东,18254390151,建材
苏州广成建材有限公司,俞雄华,15000000,元人民币,江苏,13906136163,建材
广西义来建材有限公司,田心静,20000000,元人民币,广西,18915360826,建材
福建锐丰建材有限公司,林毅,30000000,元人民币,福建,18259049777,建材
洛阳西芝建材有限公司,崔高峰,15177000,元人民币,河南,13783577374,建材
北京五邦建材有限公司,甘刘义,20000000,元人民币,北京,010-62166093,建材
中邦嘉诚建材有限公司,马康康,15000000,元人民币,河南,13562222351,建材
潍坊一诺建材有限公司,刘琍,30000000,元人民币,山东,13356366777,建材
辽宁天资建材有限公司,李墨雪,18000000,元人民币,辽宁,13352108487,建材
广西博望建材有限公司,洪荣春,20000000,元人民币,广西,18675883506,建材
洪洞平安恒利建材有限公司,马云港,20000000,元人民币,山西,18234012795,建材
深圳新鼎元建材有限公司,孟飞,20000000,元人民币,广东,13938539181,建材
福建德胜新建材有限公司,朱祥辉,50000000,元人民币,福建,13950443502,建材
淮南鸿宇新型建材有限公司,李伯广,50000000,元人民币,安徽,18855422445,建材
福建砼艺建材有限公司,杨钦云,15000000,元人民币,福建,13600865580,建材
南阳市大帝建材有限公司,林文辉,60000000,元人民币,河南,0377-60577100,建材
武汉二舍建材有限公司,林向英,20000000,元人民币,湖北,13971330529,建材
嘉祥蓬生建材有限公司,权志浩,15000000,元人民币,山东,15376573691,建材
安徽铁庆建材有限公司,张家甫,40000000,元人民币,安徽,13956829536,建材
滕州市荣杰建材有限公司,李涛,36800000,元人民币,山东,18906370804,建材
连云港立善建材有限公司,洪立树,23000000,元人民币,江苏,18961310138,建材
重庆瑞新建材加工有限公司,赵伟,60000000,元人民币,重庆,15978970709,建材
湖北亿富轩建材有限公司,刘金龙,20000000,元人民币,湖北,17070016282,建材
扬中市磊鑫建材有限公司,孙国华,20000000,元人民币,江苏,13806144812,建材
黔南州宏安建材有限公司,汤礼平,15800000,元人民币,贵州,18985958833,建材
涞源县增志建材有限公司,吴容生,16000000,元人民币,河北,0312-7844500,建材
枣庄金之石建材有限公司,侯坤,100000000,元人民币,山东,17862777777,建材
肥城市永钜建材有限公司,杨吉钊,30000000,元人民币,山东,15949828378,建材
武陟县子轩建材有限公司,刘艳玲,30000000,元人民币,河南,13782655669,建材
徐州市光驰新型建材有限公司,蔺丹,17000000,元人民币,江苏,15895232387,建材
环盛（福建）新型建材科技有限公司,施议权,36880000,元人民币,福建,0596-5563333,建材
广东中拓建设建材有限公司,李仕强,15000000,元人民币,广东,13902256813,建材
北京远东环渤海建材有限公司,顾瑶瑶,15000000,元人民币,北京,13381456982,建材
无极卡森建材装饰城有限公司,葛东平,6000000,元人民币,河北,0311-86315444,建材
中海洋新型建材股份有限公司,虞国玉,36000000,元人民币,江苏,0511-86500590,建材
常德权友建材贸易有限公司,易德权,20000000,元人民币,湖南,18974277518,建材
湖南豪龙环保建材有限公司,赵岳军,20000000,元人民币,湖南,15257178510,建材
龙口市山江建材有限公司,孙迎秋,15950000,元人民币,山东,15762346818,建材
苏州任华节能建材有限公司,任煜虎,15000000,元人民币,江苏,13814883831,建材
广西众合新型建材有限公司,石星军,20000000,元人民币,广西,15177838988,建材
鄂尔多斯市蒙西建材有限责任公司,聂刚,17600000,元人民币,内蒙古,0477-6480505,建材
福建铭盛新型建材科技有限公司,王飞虎,30030000,元人民币,福建,18960116608,建材
唐山曹妃甸工业区林昊建材有限公司,安志成,39800000,元人民币,河北,0315-2820609,建材
河南新路基公路建材有限公司,姜东,49999000,元人民币,河南,18037327970,建材
福建省龙升新型建材有限公司,陈仕合,30000000,元人民币,福建,13507583066,建材
福建佳益源建材贸易有限公司,黄忠权,28000000,元人民币,福建,15060083228,建材
贵州草之王新型建材有限公司,郑力飞,16000000,元人民币,贵州,17585119291,建材
南通中房新型建材科技有限公司,张树林,20000000,元人民币,江苏,13615203598,建材
济宁市华银建材销售有限公司,朱明,20000000,元人民币,山东,13703923527,建材
济南富齐环保建材有限公司,刘志雄,15000000,元人民币,山东,13593438338,建材
江苏泰渼建材贸易有限公司,王杰,30000000,元人民币,江苏,15262935851,建材
上海溢俭新型建材有限公司,陈娟,18650000,元人民币,上海,13616290001,建材
连江县福连鑫建材有限公司,赵克敏,21000000,元人民币,福建,15980111111,建材
北京筑衡伟业建材有限公司,朱然陶,58000000,元人民币,北京,13357803137,建材
山东德耀盛丰建材有限公司,曲旭军,20000000,元人民币,山东,18560376165,建材
广西南宁海石建材有限责任公司,张大海,25500000,元人民币,广西,13077747289,建材
安徽省港海新型建材有限公司,彭庆付,50000000,元人民币,安徽,0561-3018228,建材
邹城市铸诚新型建材有限公司,邵长伟,26800000,元人民币,山东,18753769698,建材
山东国邦乐建材销售有限公司,左飞,15000000,元人民币,山东,15726126855,建材
福建吴钢建材市场开发有限公司,陈伟,28000000,元人民币,福建,0591-87106999,建材
巴彦淖尔市大兴高新建材有限公司,高亚恒,23800000,元人民币,内蒙古,13947886384,建材
青岛华川辉煌建材商贸有限公司,王东柱,55000000,元人民币,山东,15054505555,建材
北京立高殿梁防水保温建材科技有限公司,辛拓,28000000,元人民币,北京,13920236328,建材
广东长盛源环保建材科技有限公司,上官贵春,55000000,元人民币,广东,13929850511,建材
呼和浩特市佳宇恒信建材有限责任公司,周雪飞,100000000,元人民币,内蒙古,15661010831,建材
龙岩东肖新城建材贸易有限公司,雷华燕,80000000,元人民币,福建,0597-2501155,建材
天津华信筑屋建材销售有限公司,王岩,30000000,元人民币,天津,18610082516,建材
普莱斯德节能建材（沈阳）有限公司,李雅男,22000000,元人民币,辽宁,18842470157,建材
安徽省伟航环保建材科技股份有限公司,周港,13800000,元人民币,安徽,13914775888,建材
山东弘力实业集团有限公司,刘全丽,20000000,元人民币,山东,0539-8611390,建材
河南牧原农牧设备有限公司,彭轮,22000000,元人民币,河南,18567256391,建材
海南启程德瑞绿建科技集团有限公司,宋立巍,8433750,元人民币,海南,18389596780,建材
拓福集团有限公司,林毅,13800000,元人民币,福建,18259049777,建材
常熟市龙腾型材科技有限公司,季丙元,50000000,元人民币,江苏,0512-52669225,建材
重庆三磊实业（集团）有限公司,洪忠进,60000000,元人民币,重庆,023-63050666,建材
重庆纲劲实业（集团）有限公司,周祥玉,21688000,元人民币,重庆,13883271159,建材
安徽海瀚矿业有限公司,李仲保,30800000,元人民币,安徽,13956116663,建材
福建道恩建筑工程有限公司,孙超,16000000,元人民币,福建,13665090039,建材
大连益坤鸿建设工程有限公司,王洪波,56800000,元人民币,辽宁,13154118514,建材
海南拓邦国际贸易有限公司,孙敏敏,15000000,元人民币,海南,13406883439,建材
哈尔滨银林建筑劳务有限公司,刘鹏,216000000,元人民币,黑龙江,15104634638,建材
深圳市绿宇建筑工程有限公司,吴永亮,30000000,元人民币,广东,0755-28319986,建材
乐山瑞利建筑劳务有限公司,王瑞军,23000000,元人民币,四川,15884392888,建材
南国陶都企业管理股份有限公司,严锐军,88000000,元人民币,广东,13928673203,建材
广州市洪和建筑劳务有限公司,黄林城,18000000,元人民币,广东,13422149228,建材
广东鑫磊源海运有限公司,肖世荣,52800000,元人民币,广东,13710689380,建材
马鞍山金涌建设工程有限公司,杨桂金,20000000,元人民币,安徽,13956237626,建材
济宁市赢润装配式建筑科技有限公司,张艳,36338000,元人民币,山东,13793701111,建材
大连赐珑建设工程有限公司,张凤霞,32800000,元人民币,辽宁,13354038788,建材
山东立盟木材产业园有限公司,宋玉芬,34578078,元人民币,山东,13073340818,建材
淮南国柴新能源科技有限公司,金辉,20000000,元人民币,安徽,18905543255,建材
珠海横琴新区曾夏劳务有限公司,王海浪,18000000,元人民币,广东,18666113529,建材
晋江七匹狼贸易有限责任公司,周永伟,38000000,元人民币,福建,15980811080,建材
葫芦岛市大浪花鹏武贸易有限公司,田庆忠,99900000,元人民币,辽宁,13190369090,建材
亳州市泰越进出口贸易有限公司,陈永来,15000000,元人民币,安徽,13243758712,建材
广东君海建设工程有限公司,潘国君,20000000,元人民币,广东,13512777119,建材
湛江新路桥物资有限公司,沈志英,20000000,元人民币,广东,18128092551,建材
沈阳市皇姑区御正建材经销处,金树森,18479970,元人民币,辽宁,18102424524,建材
广州市雅丰建筑材料有限公司,朱盛解,33000000,元人民币,广东,020-8757342,建材
中源恒基泰安建筑材料有限公司,鲍明珠,21000000,元人民币,山东,13854823987,建材
福建海源新材料科技有限公司,李良光,23600000,元人民币,福建,0599-5507190,建材
上海盈浩建筑材料有限公司,周利军,28000000,元人民币,上海,021-65929301,建材
北京东方嘉禾建筑材料有限公司,吴雪丹,15000000,元人民币,北京,010-59153600,建材
安徽海创新型节能建筑材料有限责任公司,李剑,15000000,元人民币,安徽,15855534428,建材
福建钢信新型材料有限公司,陈卫东,31800000,元人民币,福建,13959325730,建材
江苏建华新型墙材有限公司,郑赛荣,15000000,元人民币,江苏,18852885299,建材
广西意盛建筑材料有限公司,陈俊安,20000000,元人民币,广西,13217775331,建材
安徽成筑建筑材料有限公司,郭东,69000000,元人民币,安徽,13655606475,建材
福建新万新材料科技有限公司,凌珊珊,50000000,元人民币,福建,18150266966,建材
福建神采新材料科技有限公司,温伟平,69000000,元人民币,福建,13960253118,建材
内蒙古帝耀建筑材料有限公司,王正,180000000,元人民币,内蒙古,15300035689,建材
安丘市海胜建筑材料有限公司,王秀军,15000000,元人民币,山东,15689171456,建材
安丘市海胜建筑材料有限公司,王秀军,100000000,元人民币,山东,15689171456,建材
分宜海螺建筑材料有限责任公司,李国友,16800000,元人民币,江西,13979070381,建材
海南天材盛建筑劳务服务有限公司,王天阁,30000000,元人民币,海南,13933499538,建材
陕西金巨成节能建筑材料有限公司,刘涛,20000000,元人民币,陕西,15991733599,建材
辽宁纵横天下行建筑材料有限公司,贾广新,100000000,元人民币,辽宁,13080888269,建材
珠海横琴中翔永盛建筑材料贸易有限公司,张钦欢,0,元人民币,广东,18818862399,建材
福建莆田奇成新材料科技集团有限公司,郭林成,0,元人民币,福建,13959271573,建材
珠海横琴中翔永盛建筑材料贸易有限公司,张钦欢,0,元人民币,广东,18818862399,建材
